wikidata_id,match_probability,matched_name,matched_field,gc_orgID,harmonized_name,nom_harmonise,legal_title,appellation_legale,preferred_name,nom_prefere,lead_department,ministere_responsable,abbreviation,abreviation,FAA_LGFP,status_statut,end_date_fin
,0,,,3437.0,Asia-Pacific Foundation of Canada,Fondation Asie-Pacifique du Canada,Asia-Pacific Foundation of Canada,Fondation Asie-Pacifique du Canada,,,,,,,,a,
,0,,,3438.0,Association of Canada Lands Surveyors,Association des Arpenteurs des Terres du Canada,Association of Canada Lands Surveyors,Association des Arpenteurs des Terres du Canada,,,,,,,,a,
,0,,,3439.0,Belledune Port Authority,Administration portuaire de Belledune,Belledune Port Authority,Administration portuaire de Belledune,,,,,,,,a,
Q4985905,100,Buffalo and Fort Erie Public Bridge Authority,harmonized_name,3440.0,Buffalo and Fort Erie Public Bridge Authority,Buffalo and Fort Erie Public Bridge Authority,Buffalo and Fort Erie Public Bridge Authority,Buffalo and Fort Erie Public Bridge Authority,,,,,,,,a,
,0,,,3441.0,Calgary Airport Authority,Administration aéroportuaire de Calgary,Calgary Airport Authority,Administration aéroportuaire de Calgary,,,,,,,,a,
,0,,,3442.0,WinSport,WinSport,WinSport,WinSport,,,,,,,,a,
Q5029366,100,Canada Foundation for Innovation,harmonized_name,3443.0,Canada Foundation for Innovation,Fondation canadienne pour l'innovation,Canada Foundation for Innovation,Fondation canadienne pour l'innovation,,,,,,,,a,
,0,,,3444.0,Canada Foundation for Sustainable Development Technology,Fondation du Canada pour l'appui technologique au développement durable,Canada Foundation for Sustainable Development Technology,Fondation du Canada pour l'appui technologique au développement durable,,,,,,,,a,
,0,,,3445.0,Canada Games Council,Conseil des Jeux du Canada,Canada Games Council,Conseil des Jeux du Canada,,,,,,,,a,
,0,,,3446.0,Canada Health Infoway Inc.,Inforoute Santé du Canada Inc.,Canada Health Infoway Inc.,Inforoute Santé du Canada Inc.,,,,,,,,a,
,0,,,3447.0,Canada Media Fund,Fonds des médias du Canada,Canada Media Fund,Fonds des médias du Canada,,,,,,,,a,
,0,,,3448.0,Canada-Newfoundland and Labrador Offshore Petroleum Board,Office Canada-Terre-Neuve-et-Labrador des hydrocarbures extracôtiers,Canada-Newfoundland and Labrador Offshore Petroleum Board,Office Canada-Terre-Neuve-et-Labrador des hydrocarbures extracôtiers,,,,,,,,a,
,0,,,3449.0,Canada-Nova Scotia Offshore Energy Regulator,Régie Canada-Nouvelle-Écosse de l'énergie extracôtière,Canada-Nova Scotia Offshore Energy Regulator,Régie Canada-Nouvelle-Écosse de l'énergie extracôtière,,,,,,,,a,
,0,,,3450.0,Canadian Agency for Drugs and Technologies in Health (CADTH),Agence canadienne des médicaments et des technologies de la santé (ACMTS),Canadian Agency for Drugs and Technologies in Health (CADTH),Agence canadienne des médicaments et des technologies de la santé (ACMTS),,,,,,,,a,
,0,,,3451.0,Canadian Centre on Substance Use and Addictions,Centre canadien sur les dépendances et l'usage de substances,Canadian Centre on Substance Use and Addictions,Centre canadien sur les dépendances et l'usage de substances,,,,,,,,a,
,0,,,3453.0,Canadian Institute for Health Information (CIHI),Institut canadien d'information sur la santé (ICIS),Canadian Institute for Health Information (CIHI),Institut canadien d'information sur la santé (ICIS),,,,,,,,a,
,0,,,3454.0,Canadian Livestock Records Corporation,Société canadienne d'enregistrement des animaux,Canadian Livestock Records Corporation,Société canadienne d'enregistrement des animaux,,,,,,,,a,
,0,,,3455.0,Canadian Partnership Against Cancer Corporation (CPAC),Partenariat canadien contre le cancer (PCC),Canadian Partnership Against Cancer Corporation (CPAC),Partenariat canadien contre le cancer (PCC),,,,,,,,a,
,0,,,3457.0,Canadian Sport Institute Ontario,Institut canadien du sport Ontario,Canadian Sport Institute Ontario,Institut canadien du sport Ontario,,,,,,,,a,
,0,,,3458.0,Charlottetown Airport Authority Inc.,Charlottetown Airport Authority Inc.,Charlottetown Airport Authority Inc.,Charlottetown Airport Authority Inc.,,,,,,,,a,
,0,,,3459.0,Coaching Association of Canada,Association canadienne des entraîneurs,Coaching Association of Canada,Association canadienne des entraîneurs,,,,,,,,a,
Q5339012,100,Edmonton Regional Airports Authority,harmonized_name,3461.0,Edmonton Regional Airports Authority,Edmonton Regional Airports Authority,Edmonton Regional Airports Authority,Edmonton Regional Airports Authority,,,,,,,,a,
,0,,,3462.0,Fredericton International Airport Authority Inc.,Fredericton International Airport Authority Inc.,Fredericton International Airport Authority Inc.,Fredericton International Airport Authority Inc.,,,,,,,,a,
,0,,,3463.0,Gander International Airport Authority Inc.,Gander International Airport Authority Inc.,Gander International Airport Authority Inc.,Gander International Airport Authority Inc.,,,,,,,,a,
,0,,,3464.0,Greater London International Airport Authority,Greater London International Airport Authority,Greater London International Airport Authority,Greater London International Airport Authority,,,,,,,,a,
,0,,,3465.0,Greater Moncton International Airport Authority Inc.,Greater Moncton International Airport Authority Inc.,Greater Moncton International Airport Authority Inc.,Greater Moncton International Airport Authority Inc.,,,,,,,,a,
,0,,,3466.0,Greater Toronto Airports Authority,Autorité aéroportuaire du Grand Toronto,Greater Toronto Airports Authority,Autorité aéroportuaire du Grand Toronto,,,,,,,,a,
,0,,,3467.0,Halifax International Airport Authority,Administration de l'aéroport international d'Halifax,Halifax International Airport Authority,Administration de l'aéroport international d'Halifax,,,,,,,,a,
,0,,,3468.0,Halifax Port Authority,Administration portuaire d'Halifax,Halifax Port Authority,Administration portuaire d'Halifax,,,,,,,,a,
,0,,,3469.0,Hamilton Port Authority,Administration portuaire de Hamilton,Hamilton Port Authority,Administration portuaire de Hamilton,,,,,,,,a,
,0,,,3470.0,Institut national du sport du Québec,Institut national du sport du Québec,Institut national du sport du Québec,Institut national du sport du Québec,,,,,,,,a,
,0,,,3471.0,Internal Trade Secretariat Corporation,Corporation du Secrétariat du commerce intérieur,Internal Trade Secretariat Corporation,Corporation du Secrétariat du commerce intérieur,,,,,,,,a,
,0,,,3472.0,International Fisheries Commissions Pension Society,Société de caisse de retraite de la Commission internationale des pêcheries,International Fisheries Commissions Pension Society,Société de caisse de retraite de la Commission internationale des pêcheries,,,,,,,,a,
,0,,,3473.0,Lake of the Woods Control Board,Commission de contrôle du lac des Bois,Lake of the Woods Control Board,Commission de contrôle du lac des Bois,,,,,,,,a,
,0,,,3474.0,Maritime Forestry Complex Corporation,Société du complexe forestier des Maritimes,Maritime Forestry Complex Corporation,Société du complexe forestier des Maritimes,,,,,,,,a,
,0,,,3475.0,Mental Health Commission of Canada (MHCC),Commission de la santé mentale du Canada (CSMC),Mental Health Commission of Canada (MHCC),Commission de la santé mentale du Canada (CSMC),,,,,,,,a,
,0,,,3476.0,Milit-Air Inc.,Milit-Air Inc.,Milit-Air Inc.,Milit-Air Inc.,,,,,,,,a,
,0,,,3477.0,Montréal Port Authority,Administration portuaire de Montréal,Montréal Port Authority,Administration portuaire de Montréal,,,,,,,,a,
,0,,,3478.0,Nanaimo Port Authority,Administration portuaire de Nanaimo,Nanaimo Port Authority,Administration portuaire de Nanaimo,,,,,,,,a,
,0,,,3479.0,"Nature Trust of British Columbia, The","Nature Trust of British Columbia, The","Nature Trust of British Columbia, The","Nature Trust of British Columbia, The",,,,,,,,a,
,0,,,3480.0,NAV CANADA,NAV CANADA,NAV CANADA,NAV CANADA,,,,,,,,a,
,0,,,3481.0,Oshawa Port Authority,Administration portuaire d'Oshawa,Oshawa Port Authority,Administration portuaire d'Oshawa,,,,,,,,a,
,0,,,3482.0,Ottawa International Airport Authority,Administration de l'aéroport international d'Ottawa,Ottawa International Airport Authority,Administration de l'aéroport international d'Ottawa,,,,,,,,a,
,0,,,3483.0,Ouranos Consortium,Consortium Ouranos,Ouranos Consortium,Consortium Ouranos,,,,,,,,a,
,0,,,3484.0,"Pierre Elliott Trudeau Foundation, The","Fondation Pierre Elliott Trudeau, La","Pierre Elliott Trudeau Foundation, The","Fondation Pierre Elliott Trudeau, La",,,,,,,,a,
,0,,,3485.0,Porcupine Caribou Management Board,Porcupine Caribou Management Board,Porcupine Caribou Management Board,Porcupine Caribou Management Board,,,,,,,,a,
,0,,,3486.0,Port Alberni Port Authority,Administration portuaire de Port Alberni,Port Alberni Port Authority,Administration portuaire de Port Alberni,,,,,,,,a,
,0,,,3488.0,Prince George Airport Authority Inc.,Prince George Airport Authority Inc.,Prince George Airport Authority Inc.,Prince George Airport Authority Inc.,,,,,,,,a,
,0,,,3489.0,Prince Rupert Port Authority,Administration portuaire de Prince Rupert,Prince Rupert Port Authority,Administration portuaire de Prince Rupert,,,,,,,,a,
,0,,,3490.0,Québec Port Authority,Administration portuaire de Québec,Québec Port Authority,Administration portuaire de Québec,,,,,,,,a,
,0,,,3491.0,Regina Airport Authority Inc.,Regina Airport Authority Inc.,Regina Airport Authority Inc.,Regina Airport Authority Inc.,,,,,,,,a,
,0,,,3492.0,Roosevelt Campobello International Park Commission,Commission du parc international Roosevelt de Campobello,Roosevelt Campobello International Park Commission,Commission du parc international Roosevelt de Campobello,,,,,,,,a,
,0,,,3493.0,Saguenay Port Authority,Administration portuaire du Saguenay,Saguenay Port Authority,Administration portuaire du Saguenay,,,,,,,,a,
,0,,,3494.0,Saint John Airport Inc.,Saint John Airport Inc.,Saint John Airport Inc.,Saint John Airport Inc.,,,,,,,,a,
,0,,,3495.0,Saint John Port Authority,Administration portuaire de Saint John,Saint John Port Authority,Administration portuaire de Saint John,,,,,,,,a,
,0,,,3496.0,Saskatoon Airport Authority,Saskatoon Airport Authority,Saskatoon Airport Authority,Saskatoon Airport Authority,,,,,,,,a,
,0,,,3497.0,Sept-Îles Port Authority,Administration portuaire de Sept-Îles,Sept-Îles Port Authority,Administration portuaire de Sept-Îles,,,,,,,,a,
,0,,,3498.0,Sport Dispute Resolution Centre of Canada,Centre de règlement des différends sportifs du Canada,Sport Dispute Resolution Centre of Canada,Centre de règlement des différends sportifs du Canada,,,,,,,,a,
,0,,,3499.0,St. John's International Airport Authority,St. John's International Airport Authority,St. John's International Airport Authority,St. John's International Airport Authority,,,,,,,,a,
,0,,,3500.0,St. John's Port Authority,Administration portuaire de St. John's,St. John's Port Authority,Administration portuaire de St. John's,,,,,,,,a,
Q7401635,100,St. Lawrence Seaway Management Corporation,harmonized_name,3501.0,St. Lawrence Seaway Management Corporation,Corporation de gestion de la Voie maritime du Saint-Laurent,St. Lawrence Seaway Management Corporation,Corporation de gestion de la Voie maritime du Saint-Laurent,,,,,,,,a,
,0,,,3502.0,Terry Fox Humanitarian Award Inc.,Prix humanitaire Terry Fox inc.,Terry Fox Humanitarian Award Inc.,Prix humanitaire Terry Fox inc.,,,,,,,,a,
,0,,,3503.0,Thunder Bay International Airports Authority Inc.,Thunder Bay International Airports Authority Inc.,Thunder Bay International Airports Authority Inc.,Thunder Bay International Airports Authority Inc.,,,,,,,,a,
,0,,,3504.0,Thunder Bay Port Authority,Administration portuaire de Thunder Bay,Thunder Bay Port Authority,Administration portuaire de Thunder Bay,,,,,,,,a,
Q7826475,100,Toronto Port Authority,harmonized_name,3506.0,Toronto Port Authority,Administration portuaire de Toronto,Toronto Port Authority,Administration portuaire de Toronto,,,,,,,,a,
,0,,,3507.0,Trois-Rivières Port Authority,Administration portuaire de Trois-Rivières,Trois-Rivières Port Authority,Administration portuaire de Trois-Rivières,,,,,,,,a,
,0,,,3508.0,TV5 Québec Canada,TV5 Québec Canada,TV5 Québec Canada,TV5 Québec Canada,,,,,,,,a,
Q1187234,100,Vancouver Fraser Port Authority,harmonized_name,3509.0,Vancouver Fraser Port Authority,Administration portuaire de Vancouver Fraser,Vancouver Fraser Port Authority,Administration portuaire de Vancouver Fraser,,,,,,,,a,
,0,,,3510.0,Vancouver International Airport Authority,Administration de l'Aéroport de Vancouver,Vancouver International Airport Authority,Administration de l'Aéroport de Vancouver,,,,,,,,a,
,0,,,3511.0,Victoria Airport Authority,Autorité aéroportuaire de Victoria,Victoria Airport Authority,Autorité aéroportuaire de Victoria,,,,,,,,a,
,0,,,3512.0,Waterfront Toronto,Waterfront Toronto,Waterfront Toronto,Waterfront Toronto,,,,,,,,a,
,0,,,3513.0,Wildlife Habitat Canada,Habitat faunique Canada,Wildlife Habitat Canada,Habitat faunique Canada,,,,,,,,a,
,0,,,3514.0,Windsor Port Authority,Administration portuaire de Windsor,Windsor Port Authority,Administration portuaire de Windsor,,,,,,,,a,
,0,,,3515.0,Winnipeg Airports Authority Inc.,Winnipeg Airports Authority Inc.,Winnipeg Airports Authority Inc.,Winnipeg Airports Authority Inc.,,,,,,,,a,
,0,,,3517.0,Healthcare Excellence Canada (HEC),Excellence en santé Canada (ESC),Healthcare Excellence Canada (HEC),Excellence en santé Canada (ESC),,,,,,,,a,
Q383520,100,Canadian Coast Guard,harmonized_name,3533.0,Canadian Coast Guard,Garde côtière canadienne,Canadian Coast Guard,Garde côtière canadienne,,,Fisheries and Oceans Canada,Pêches et Océans Canada,,,,a,
,0,,,3534.0,Canadian Conservation Institute,Institut canadien de conservation,Canadian Conservation Institute,Institut canadien de conservation,,,Canadian Heritage,Patrimoine canadien,,,,a,
,0,,,3535.0,Canadian Forces Housing Agency,Agence de logement des Forces canadiennes,Canadian Forces Housing Agency,Agence de logement des Forces canadiennes,,,National Defence,Défense nationale,,,,a,
Q3456610,100,Canadian Heritage Information Network,harmonized_name,3536.0,Canadian Heritage Information Network,Réseau canadien d'information sur le patrimoine,Canadian Heritage Information Network,Réseau canadien d'information sur le patrimoine,,,Canadian Heritage,Patrimoine canadien,,,,a,
Q641436,100,Canadian Intellectual Property Office,harmonized_name,3537.0,Canadian Intellectual Property Office,Office de la propriété intellectuelle du Canada,Canadian Intellectual Property Office,Office de la propriété intellectuelle du Canada,,,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",,,,a,
Q5030443,100,Canadian Pari-Mutuel Agency,harmonized_name,3538.0,Canadian Pari-Mutuel Agency,Agence canadienne du pari mutuel,Canadian Pari-Mutuel Agency,Agence canadienne du pari mutuel,,,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,,,,a,
,0,,,3539.0,CORCAN,CORCAN,CORCAN,CORCAN,,,Public Safety Canada,Sécurité publique Canada,,,,a,
Q1182587,100,Defence Research and Development Canada,harmonized_name,3540.0,Defence Research and Development Canada,Recherche et développement pour la défense Canada,Defence Research and Development Canada,Recherche et développement pour la défense Canada,,,National Defence,Défense nationale,,,,a,
,0,,,3541.0,Indian Oil and Gas Canada,Pétrole et gaz des Indiens du Canada,Indian Oil and Gas Canada,Pétrole et gaz des Indiens du Canada,,,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,,,5.0,a,
Q6804199,100,Measurement Canada,harmonized_name,3542.0,Measurement Canada,Mesures Canada,Measurement Canada,Mesures Canada,,,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",,,,a,
,0,,,3543.0,Physical Resources Bureau,Direction générale des biens,Physical Resources Bureau,Direction générale des biens,,,,,,,,a,
Q2928363,100,Translation Bureau,harmonized_name,3544.0,Translation Bureau,Bureau de la traduction,Translation Bureau,Bureau de la traduction,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,,,,a,
,0,,,3548.0,Payroll System General Ledger,Grand livre général du système de la paye,Payroll System General Ledger,Grand livre général du système de la paye,,,,,,,,a,
,0,,,3549.0,Public Service Superannuation,Pension de retraite de la fonction publique,Public Service Superannuation,Pension de retraite de la fonction publique,,,,,,,,a,
,0,,,3552.0,Bank of Canada Museum,Musée de la Banque du Canada,Bank of Canada Museum,Musée de la Banque du Canada,,,,,,,,a,
,0,,,3553.0,Canada Agriculture and Food Museum,Musée de l'agriculture et de l'alimentation du Canada,Canada Agriculture and Food Museum,Musée de l'agriculture et de l'alimentation du Canada,,,,,,,,a,
,0,,,3554.0,Canada Aviation and Space Museum,Musée de l'aviation et de l'espace du Canada,Canada Aviation and Space Museum,Musée de l'aviation et de l'espace du Canada,,,,,,,,a,
,0,,,3555.0,Canada Firearms Centre,Centre des armes à feu Canada,Canada Firearms Centre,Centre des armes à feu Canada,,,,,,,,a,
,0,,,3556.0,Canada Research Chairs,Chaires de recherche du Canada,Canada Research Chairs,Chaires de recherche du Canada,,,,,,,,a,
,0,,,3557.0,Canadian Army,Armée canadienne,Canadian Army,Armée canadienne,,,National Defence,Défense nationale,,,,a,
,0,,,3558.0,Canadian Judicial Council,Conseil canadien de la magistrature,Canadian Judicial Council,Conseil canadien de la magistrature,,,,,,,,a,
,0,,,3559.0,Canadian Special Operations Forces Command,Commandement des Forces d'opérations spéciales du Canada,Canadian Special Operations Forces Command,Commandement des Forces d'opérations spéciales du Canada,,,,,,,,a,
,0,,,3560.0,Canadian Trade Commissioner Service,Service des délégués commerciaux du Canada,Canadian Trade Commissioner Service,Service des délégués commerciaux du Canada,,,,,,,,a,
,0,,,3561.0,Canadian War Museum,Musée canadien de la guerre,Canadian War Museum,Musée canadien de la guerre,,,,,,,,a,
Q2945478,100,Communications Research Centre Canada,harmonized_name,3562.0,Communications Research Centre Canada,Centre de recherches sur les communications Canada,Communications Research Centre Canada,Centre de recherches sur les communications Canada,,,,,,,,a,
,0,,,3563.0,Competition Bureau Canada,Bureau de la concurrence Canada,Competition Bureau Canada,Bureau de la concurrence Canada,,,,,,,,a,
,0,,,3564.0,Competition Tribunal,Tribunal de la concurrence,Competition Tribunal,Tribunal de la concurrence,,,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",,,,a,
Q5178256,100,Court Martial Appeal Court of Canada,harmonized_name,3565.0,Court Martial Appeal Court of Canada,Cour d'appel de la cour martiale du Canada,Court Martial Appeal Court of Canada,Cour d'appel de la cour martiale du Canada,,,,,,,,a,
,0,,,3566.0,Democratic Institutions,Institutions démocratiques,Democratic Institutions,Institutions démocratiques,,,,,,,,a,
,0,,,3568.0,Environmental Protection Review Canada,Révision de la protection de l'environnement Canada,Environmental Protection Review Canada,Révision de la protection de l'environnement Canada,,,,,,,,a,
Q3000992,100,Federal Court of Appeal,harmonized_name,3569.0,Federal Court of Appeal,Cour d'appel fédérale,Federal Court of Appeal,Cour d'appel fédérale,,,,,,,,a,
Q5440167,100,Federal Court of Canada,harmonized_name,3570.0,Federal Court of Canada,Cour fédérale,Federal Court of Canada,Cour fédérale,,,,,,,,a,
,0,,,3571.0,Office of the Federal Ombudsperson for Victims Of Crime,Bureau de l'ombudsman fédéral des victimes d'actes criminels,Office of the Federal Ombudsperson for Victims Of Crime,Bureau de l'ombudsman fédéral des victimes d'actes criminels,,,Department of Justice Canada,Ministère de la Justice Canada,,,,a,
,0,,,3572.0,Historic Sites and Monuments Board of Canada,Commission des lieux et monuments historiques du Canada,Historic Sites and Monuments Board of Canada,Commission des lieux et monuments historiques du Canada,,,,,,,,a,
,0,,,3573.0,Independent Review Panel for Defence Acquisition,Commission indépendante d'examen des acquisitions de la Défense,Independent Review Panel for Defence Acquisition,Commission indépendante d'examen des acquisitions de la Défense,,,,,,,,a,
Q3477332,81,Intergovernmental Affairs,harmonized_name,3574.0,Intergovernmental Affairs,Affaires intergouvernementales,Intergovernmental Affairs,Affaires intergouvernementales,,,,,,,,a,
,0,,,3575.0,Judicial Compensation and Benefits Commission,Commission d'examen de la rémunération des juges,Judicial Compensation and Benefits Commission,Commission d'examen de la rémunération des juges,,,,,,,,a,
,0,,,3577.0,Leader of the Government in the House of Commons,Leader du gouvernement à la Chambre des communes,Leader of the Government in the House of Commons,Leader du gouvernement à la Chambre des communes,,,,,,,,a,
,0,,,3578.0,Management Advisory Board for the RCMP,Conseil consultatif de gestion pour la GRC,Management Advisory Board for the RCMP,Conseil consultatif de gestion pour la GRC,,,,,,,,a,
,0,,,3579.0,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement,,,,,,,,a,
Q111511908,100,National Seniors Council,harmonized_name,3580.0,National Seniors Council,Conseil national des aînés,National Seniors Council,Conseil national des aînés,,,,,,,,a,
,0,,,3581.0,Occupational Health and Safety Tribunal Canada,Tribunal de santé et sécurité au travail Canada,Occupational Health and Safety Tribunal Canada,Tribunal de santé et sécurité au travail Canada,,,,,,,,a,
,0,,,3582.0,Office of the Chief Military Judge,Le cabinet du juge militaire en chef,Office of the Chief Military Judge,Le cabinet du juge militaire en chef,,,,,,,,a,
,0,,,3583.0,Office of the Ombudsman for the Department of National Defence and the Canadian Armed Forces,Bureau de l'ombudsman de la Défense nationale et des Forces armées canadiennes,Office of the Ombudsman for the Department of National Defence and the Canadian Armed Forces,Bureau de l'ombudsman de la Défense nationale et des Forces armées canadiennes,,,,,,,,a,
,0,,,3584.0,Parliament of Canada,Parlement du Canada,Parliament of Canada,Parlement du Canada,,,,,,,,a,
,0,,,3585.0,Office of the Procurement Ombudsman,Bureau de l'ombudsman de l'approvisionnement,Office of the Procurement Ombudsman,Bureau de l'ombudsman de l'approvisionnement,,,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,,,,a,
Q24569,77,Prime Minister of Canada,harmonized_name,3586.0,Prime Minister of Canada,Premier ministre du Canada,Prime Minister of Canada,Premier ministre du Canada,,,Privy Council Office,Bureau du Conseil privé,,,,a,
,0,,,3587.0,Public Servants Disclosure Protection Tribunal Canada,Tribunal de la protection des fonctionnaires divulgateurs Canada,Public Servants Disclosure Protection Tribunal Canada,Tribunal de la protection des fonctionnaires divulgateurs Canada,,,Privy Council Office,Bureau du Conseil privé,,,,a,
,0,,,3588.0,Royal Canadian Air Force,Aviation royale canadienne,Royal Canadian Air Force,Aviation royale canadienne,,,,,,,,a,
,0,,,3589.0,Royal Canadian Navy,Marine royale canadienne,Royal Canadian Navy,Marine royale canadienne,,,,,,,,a,
,0,,,3590.0,Royal Military College of Canada,Collège militaire royal du Canada,Royal Military College of Canada,Collège militaire royal du Canada,,,,,,,,a,
Q3480058,100,Service Canada,harmonized_name,3591.0,Service Canada,Service Canada,Service Canada,Service Canada,,,,,,,,a,
Q3000932,100,Tax Court of Canada,harmonized_name,3593.0,Tax Court of Canada,Cour canadienne de l'impôt,Tax Court of Canada,Cour canadienne de l'impôt,,,,,,,,a,
,0,,,3594.0,Office of the Taxpayers' Ombudsperson,Bureau de l'ombudsman des contribuables,Office of the Taxpayers' Ombudsperson,Bureau de l'ombudsman des contribuables,,,Canada Revenue Agency,Agence du revenu du Canada,,,,a,
,0,,,3595.0,Office of the Veterans' Ombudsman,Bureau de l'ombud des vétérans,Office of the Veterans' Ombudsman,Bureau de l'ombud des vétérans,,,Veterans Affairs Canada,Anciens Combattants Canada,,,,a,
,0,,,3596.0,Virtual Museum of Canada,Musée virtuel du Canada,Virtual Museum of Canada,Musée virtuel du Canada,,,,,,,,a,
,0,,,3599.0,Aboriginal Business Canada,Entreprise autochtone Canada,Aboriginal Business Canada,Entreprise autochtone Canada,,,,,,,,a,
,0,,,3600.0,"Appeal Board, Hazardous Materials Information Review Act","Commission d'appel, Loi sur le contrôle des renseignements relatifs aux matières dangereuses","Appeal Board, Hazardous Materials Information Review Act","Commission d'appel, Loi sur le contrôle des renseignements relatifs aux matières dangereuses",,,,,,,,a,
,0,,,3601.0,Canada Centre for Inland Waters,Centre canadien des eaux intérieures,Canada Centre for Inland Waters,Centre canadien des eaux intérieures,,,,,,,,a,
,0,,,3602.0,Canadian Museum of Contemporary Photography,Musée canadien de la photographie contemporaine,Canadian Museum of Contemporary Photography,Musée canadien de la photographie contemporaine,,,,,,,,a,
,0,,,3603.0,Environmental Protection Tribunal of Canada,Tribunal de la protection de I'environnement du Canada,Environmental Protection Tribunal of Canada,Tribunal de la protection de I'environnement du Canada,,,,,,,,a,
,0,,,3604.0,Geographical Names Board of Canada,La Commission de toponymie du Canada,Geographical Names Board of Canada,La Commission de toponymie du Canada,,,,,,,,a,
,0,,,3605.0,Geological Survey of Canada,Commission géologique du Canada,Geological Survey of Canada,Commission géologique du Canada,,,,,,,,a,
,0,,,3606.0,Geomatics Canada,Géomatique Canada,Geomatics Canada,Géomatique Canada,,,,,,,,a,
,0,,,3607.0,Indian Residential Schools Resolution Canada,Résolution des questions des pensionnats indiens Canada,Indian Residential Schools Resolution Canada,Résolution des questions des pensionnats indiens Canada,,,,,,,,a,
,0,,,3608.0,National Advisory Council on Aging,Conseil consultatif national sur le troisième âge,National Advisory Council on Aging,Conseil consultatif national sur le troisième âge,,,,,,,,a,
,0,,,3609.0,National Advisory Council on Poverty,Conseil national du Bien-être,National Advisory Council on Poverty,Conseil national du Bien-être,,,,,,,,a,
,0,,,3611.0,Office of the Chief Science Advisor of Canada,Bureau du conseiller scientifique en chef du Canada,Office of the Chief Science Advisor of Canada,Bureau du conseiller scientifique en chef du Canada,,,,,,,,a,
,0,,,3612.0,Policy Horizons Canada,Horizons de politiques Canada,Policy Horizons Canada,Horizons de politiques Canada,,,,,,,,a,
,0,,,3613.0,Ship-source Oil Pollution Fund,Caisse d'indemnisation des dommages dus à la pollution par les hydrocarbures causée par les navires,Ship-source Oil Pollution Fund,Caisse d'indemnisation des dommages dus à la pollution par les hydrocarbures causée par les navires,,,,,,,,a,
,0,,,3614.0,Statute Revision Commission Canada,Commission de révision des lois Canada,Statute Revision Commission Canada,Commission de révision des lois Canada,,,,,,,,a,
,0,,,3615.0,Canadian Dairy Commission,Commission canadienne du lait,Canadian Dairy Commission,Commission canadienne du lait,,,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,,,4.0,a,
,0,,,3616.0,Farm Credit Canada,Financement agricole Canada,Farm Credit Canada,Financement agricole Canada,,,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,,,3.0,a,
,0,,,3618.0,Canada Council for the Arts,Conseil des Arts du Canada,Canada Council for the Arts,Conseil des Arts du Canada,,,Canadian Heritage,Patrimoine canadien,,,,a,
,0,,,3619.0,Canadian Broadcasting Corporation,Société Radio-Canada,Canadian Broadcasting Corporation,Société Radio-Canada,,,Canadian Heritage,Patrimoine canadien,,,,a,
,0,,,3620.0,Canadian Museum for Human Rights,Musée canadien des droits de la personne,Canadian Museum for Human Rights,Musée canadien des droits de la personne,,,Canadian Heritage,Patrimoine canadien,,,3.0,a,
,0,,,3621.0,Canadian Museum of History,Musée canadien de l'histoire,Canadian Museum of History,Musée canadien de l'histoire,,,Canadian Heritage,Patrimoine canadien,,,3.0,a,
,0,,,3622.0,Canadian Museum of Immigration at Pier 21,Musée canadien de l'immigration du Quai 21,Canadian Museum of Immigration at Pier 21,Musée canadien de l'immigration du Quai 21,,,Canadian Heritage,Patrimoine canadien,,,3.0,a,
,0,,,3623.0,Canadian Museum of Nature,Musée canadien de la nature,Canadian Museum of Nature,Musée canadien de la nature,,,Canadian Heritage,Patrimoine canadien,,,3.0,a,
Q5030510,100,Canadian Race Relations Foundation,harmonized_name,3624.0,Canadian Race Relations Foundation,Fondation canadienne des relations raciales,Canadian Race Relations Foundation,Fondation canadienne des relations raciales,,,Canadian Heritage,Patrimoine canadien,,,,a,
,0,,,3625.0,National Arts Centre Corporation,Société du Centre national des Arts,National Arts Centre Corporation,Société du Centre national des Arts,,,Canadian Heritage,Patrimoine canadien,,,,a,
,0,,,3626.0,National Gallery of Canada,Musée des beaux-arts du Canada,National Gallery of Canada,Musée des beaux-arts du Canada,,,Canadian Heritage,Patrimoine canadien,,,3.0,a,
,0,,,3627.0,National Museum of Science and Technology,Musée national des sciences et de la technologie,National Museum of Science and Technology,Musée national des sciences et de la technologie,,,Canadian Heritage,Patrimoine canadien,,,3.0,a,
,0,,,3629.0,Telefilm Canada,Téléfilm Canada,Telefilm Canada,Téléfilm Canada,,,Canadian Heritage,Patrimoine canadien,,,,a,
