Platform,Count,Date,Language
Instagram,52,2025-01-02,Français
Intagram,1,2025-01-02,English
LinkedIn,89,2025-01-02,Bilingual
LinkedIn,3,2025-01-02,Bilingue
LinkedIn,12,2025-01-02,English
LinkedIn,11,2025-01-02,Français
Linkedin,1,2025-01-02,Bilingual
Snapchat,1,2025-01-02,Français
X,27,2025-01-02,Bilingual
X,2,2025-01-02,Bilingue
X,348,2025-01-02,English
X,351,2025-01-02,Français
YouTube,23,2025-01-02,Bilingual
YouTube,3,2025-01-02,Bilingue
YouTube,62,2025-01-02,English
YouTube,58,2025-01-02,Français
Youtube,2,2025-01-02,Bilingual
Youtube,3,2025-01-02,English
Youtube,3,2025-01-02,Français
snapchat,1,2025-01-02,English
x,1,2025-01-02,English
x,1,2025-01-02,Français
Facebook,37,2025-01-03,Bilingual
Facebook,2,2025-01-03,Bilingue
Facebook,323,2025-01-03,English
Facebook,314,2025-01-03,Français
Flickr,12,2025-01-03,Bilingual
Flickr,1,2025-01-03,Bilingue
Flickr,5,2025-01-03,English
Flickr,4,2025-01-03,Français
Instagram,20,2025-01-03,Bilingual
Instagram,1,2025-01-03,Bilingue
Instagram,54,2025-01-03,English
Instagram,52,2025-01-03,Français
Intagram,1,2025-01-03,English
LinkedIn,89,2025-01-03,Bilingual
LinkedIn,3,2025-01-03,Bilingue
LinkedIn,12,2025-01-03,English
LinkedIn,11,2025-01-03,Français
Linkedin,1,2025-01-03,Bilingual
Snapchat,1,2025-01-03,Français
X,27,2025-01-03,Bilingual
X,2,2025-01-03,Bilingue
X,348,2025-01-03,English
X,351,2025-01-03,Français
YouTube,23,2025-01-03,Bilingual
YouTube,3,2025-01-03,Bilingue
YouTube,62,2025-01-03,English
YouTube,58,2025-01-03,Français
Youtube,2,2025-01-03,Bilingual
Youtube,3,2025-01-03,English
Youtube,3,2025-01-03,Français
snapchat,1,2025-01-03,English
x,1,2025-01-03,English
x,1,2025-01-03,Français
Facebook,37,2025-01-04,Bilingual
Facebook,2,2025-01-04,Bilingue
Facebook,323,2025-01-04,English
Facebook,314,2025-01-04,Français
Flickr,12,2025-01-04,Bilingual
Flickr,1,2025-01-04,Bilingue
Flickr,5,2025-01-04,English
Flickr,4,2025-01-04,Français
Instagram,20,2025-01-04,Bilingual
Instagram,1,2025-01-04,Bilingue
Instagram,54,2025-01-04,English
Instagram,52,2025-01-04,Français
Intagram,1,2025-01-04,English
LinkedIn,89,2025-01-04,Bilingual
LinkedIn,3,2025-01-04,Bilingue
LinkedIn,12,2025-01-04,English
LinkedIn,11,2025-01-04,Français
Linkedin,1,2025-01-04,Bilingual
Snapchat,1,2025-01-04,Français
X,27,2025-01-04,Bilingual
X,2,2025-01-04,Bilingue
X,348,2025-01-04,English
X,351,2025-01-04,Français
YouTube,23,2025-01-04,Bilingual
YouTube,3,2025-01-04,Bilingue
YouTube,62,2025-01-04,English
YouTube,58,2025-01-04,Français
Youtube,2,2025-01-04,Bilingual
Youtube,3,2025-01-04,English
Youtube,3,2025-01-04,Français
snapchat,1,2025-01-04,English
x,1,2025-01-04,English
x,1,2025-01-04,Français
Facebook,37,2025-01-05,Bilingual
Facebook,2,2025-01-05,Bilingue
Facebook,323,2025-01-05,English
Facebook,314,2025-01-05,Français
Flickr,12,2025-01-05,Bilingual
Flickr,1,2025-01-05,Bilingue
Flickr,5,2025-01-05,English
Flickr,4,2025-01-05,Français
Instagram,20,2025-01-05,Bilingual
Instagram,1,2025-01-05,Bilingue
Instagram,54,2025-01-05,English
Instagram,52,2025-01-05,Français
Intagram,1,2025-01-05,English
LinkedIn,89,2025-01-05,Bilingual
LinkedIn,3,2025-01-05,Bilingue
LinkedIn,12,2025-01-05,English
LinkedIn,11,2025-01-05,Français
Linkedin,1,2025-01-05,Bilingual
Snapchat,1,2025-01-05,Français
X,27,2025-01-05,Bilingual
X,2,2025-01-05,Bilingue
X,348,2025-01-05,English
X,351,2025-01-05,Français
YouTube,23,2025-01-05,Bilingual
YouTube,3,2025-01-05,Bilingue
YouTube,62,2025-01-05,English
YouTube,58,2025-01-05,Français
Youtube,2,2025-01-05,Bilingual
Youtube,3,2025-01-05,English
Youtube,3,2025-01-05,Français
snapchat,1,2025-01-05,English
x,1,2025-01-05,English
x,1,2025-01-05,Français
Facebook,37,2025-01-06,Bilingual
Facebook,2,2025-01-06,Bilingue
Facebook,323,2025-01-06,English
Facebook,314,2025-01-06,Français
Flickr,12,2025-01-06,Bilingual
Flickr,1,2025-01-06,Bilingue
Flickr,5,2025-01-06,English
Flickr,4,2025-01-06,Français
Instagram,20,2025-01-06,Bilingual
Instagram,1,2025-01-06,Bilingue
Instagram,54,2025-01-06,English
Instagram,52,2025-01-06,Français
Intagram,1,2025-01-06,English
LinkedIn,89,2025-01-06,Bilingual
LinkedIn,3,2025-01-06,Bilingue
LinkedIn,12,2025-01-06,English
LinkedIn,11,2025-01-06,Français
Linkedin,1,2025-01-06,Bilingual
Snapchat,1,2025-01-06,Français
X,27,2025-01-06,Bilingual
X,2,2025-01-06,Bilingue
X,348,2025-01-06,English
X,351,2025-01-06,Français
YouTube,23,2025-01-06,Bilingual
YouTube,3,2025-01-06,Bilingue
YouTube,62,2025-01-06,English
YouTube,58,2025-01-06,Français
Youtube,2,2025-01-06,Bilingual
Youtube,3,2025-01-06,English
Youtube,3,2025-01-06,Français
snapchat,1,2025-01-06,English
x,1,2025-01-06,English
x,1,2025-01-06,Français
Facebook,37,2025-01-07,Bilingual
Facebook,2,2025-01-07,Bilingue
Facebook,323,2025-01-07,English
Facebook,314,2025-01-07,Français
Flickr,12,2025-01-07,Bilingual
Flickr,1,2025-01-07,Bilingue
Flickr,5,2025-01-07,English
Flickr,4,2025-01-07,Français
Instagram,20,2025-01-07,Bilingual
Instagram,1,2025-01-07,Bilingue
Instagram,54,2025-01-07,English
Instagram,52,2025-01-07,Français
Intagram,1,2025-01-07,English
LinkedIn,89,2025-01-07,Bilingual
LinkedIn,3,2025-01-07,Bilingue
LinkedIn,12,2025-01-07,English
LinkedIn,11,2025-01-07,Français
Linkedin,1,2025-01-07,Bilingual
Snapchat,1,2025-01-07,Français
X,27,2025-01-07,Bilingual
X,2,2025-01-07,Bilingue
X,348,2025-01-07,English
X,351,2025-01-07,Français
YouTube,23,2025-01-07,Bilingual
YouTube,3,2025-01-07,Bilingue
YouTube,62,2025-01-07,English
YouTube,58,2025-01-07,Français
Youtube,2,2025-01-07,Bilingual
Youtube,3,2025-01-07,English
Youtube,3,2025-01-07,Français
snapchat,1,2025-01-07,English
x,1,2025-01-07,English
x,1,2025-01-07,Français
Facebook,37,2025-01-08,Bilingual
Facebook,2,2025-01-08,Bilingue
Facebook,323,2025-01-08,English
Facebook,314,2025-01-08,Français
Flickr,12,2025-01-08,Bilingual
Flickr,1,2025-01-08,Bilingue
Flickr,5,2025-01-08,English
Flickr,4,2025-01-08,Français
Instagram,20,2025-01-08,Bilingual
Instagram,1,2025-01-08,Bilingue
Instagram,54,2025-01-08,English
Instagram,52,2025-01-08,Français
Intagram,1,2025-01-08,English
LinkedIn,89,2025-01-08,Bilingual
LinkedIn,3,2025-01-08,Bilingue
LinkedIn,12,2025-01-08,English
LinkedIn,11,2025-01-08,Français
Linkedin,1,2025-01-08,Bilingual
Snapchat,1,2025-01-08,Français
X,27,2025-01-08,Bilingual
X,2,2025-01-08,Bilingue
X,348,2025-01-08,English
X,351,2025-01-08,Français
YouTube,23,2025-01-08,Bilingual
YouTube,3,2025-01-08,Bilingue
YouTube,62,2025-01-08,English
YouTube,58,2025-01-08,Français
Youtube,2,2025-01-08,Bilingual
Youtube,3,2025-01-08,English
Youtube,3,2025-01-08,Français
snapchat,1,2025-01-08,English
x,1,2025-01-08,English
x,1,2025-01-08,Français
Facebook,37,2025-01-09,Bilingual
Facebook,2,2025-01-09,Bilingue
Facebook,323,2025-01-09,English
Facebook,314,2025-01-09,Français
Flickr,12,2025-01-09,Bilingual
Flickr,1,2025-01-09,Bilingue
Flickr,5,2025-01-09,English
Flickr,4,2025-01-09,Français
Instagram,20,2025-01-09,Bilingual
Instagram,1,2025-01-09,Bilingue
Instagram,54,2025-01-09,English
Instagram,52,2025-01-09,Français
Intagram,1,2025-01-09,English
LinkedIn,89,2025-01-09,Bilingual
LinkedIn,3,2025-01-09,Bilingue
LinkedIn,12,2025-01-09,English
LinkedIn,11,2025-01-09,Français
Linkedin,1,2025-01-09,Bilingual
Snapchat,1,2025-01-09,Français
X,27,2025-01-09,Bilingual
X,2,2025-01-09,Bilingue
X,348,2025-01-09,English
X,351,2025-01-09,Français
YouTube,23,2025-01-09,Bilingual
YouTube,3,2025-01-09,Bilingue
YouTube,62,2025-01-09,English
YouTube,58,2025-01-09,Français
Youtube,2,2025-01-09,Bilingual
Youtube,3,2025-01-09,English
Youtube,3,2025-01-09,Français
snapchat,1,2025-01-09,English
x,1,2025-01-09,English
x,1,2025-01-09,Français
Facebook,37,2025-01-10,Bilingual
Facebook,2,2025-01-10,Bilingue
Facebook,323,2025-01-10,English
Facebook,314,2025-01-10,Français
Flickr,12,2025-01-10,Bilingual
Flickr,1,2025-01-10,Bilingue
Flickr,5,2025-01-10,English
Flickr,4,2025-01-10,Français
Instagram,20,2025-01-10,Bilingual
Instagram,1,2025-01-10,Bilingue
Instagram,54,2025-01-10,English
Instagram,52,2025-01-10,Français
Intagram,1,2025-01-10,English
LinkedIn,89,2025-01-10,Bilingual
LinkedIn,3,2025-01-10,Bilingue
LinkedIn,12,2025-01-10,English
LinkedIn,11,2025-01-10,Français
Linkedin,1,2025-01-10,Bilingual
Snapchat,1,2025-01-10,Français
X,27,2025-01-10,Bilingual
X,2,2025-01-10,Bilingue
X,348,2025-01-10,English
X,351,2025-01-10,Français
YouTube,23,2025-01-10,Bilingual
YouTube,3,2025-01-10,Bilingue
YouTube,62,2025-01-10,English
YouTube,58,2025-01-10,Français
Youtube,2,2025-01-10,Bilingual
Youtube,3,2025-01-10,English
Youtube,3,2025-01-10,Français
snapchat,1,2025-01-10,English
x,1,2025-01-10,English
x,1,2025-01-10,Français
Facebook,37,2025-01-11,Bilingual
Facebook,2,2025-01-11,Bilingue
Facebook,323,2025-01-11,English
Facebook,314,2025-01-11,Français
Flickr,12,2025-01-11,Bilingual
Flickr,1,2025-01-11,Bilingue
Flickr,5,2025-01-11,English
Flickr,4,2025-01-11,Français
Instagram,20,2025-01-11,Bilingual
Instagram,1,2025-01-11,Bilingue
Instagram,54,2025-01-11,English
Instagram,52,2025-01-11,Français
Intagram,1,2025-01-11,English
LinkedIn,89,2025-01-11,Bilingual
LinkedIn,3,2025-01-11,Bilingue
LinkedIn,12,2025-01-11,English
LinkedIn,11,2025-01-11,Français
Linkedin,1,2025-01-11,Bilingual
Snapchat,1,2025-01-11,Français
X,27,2025-01-11,Bilingual
X,2,2025-01-11,Bilingue
X,348,2025-01-11,English
X,351,2025-01-11,Français
YouTube,23,2025-01-11,Bilingual
YouTube,3,2025-01-11,Bilingue
YouTube,62,2025-01-11,English
YouTube,58,2025-01-11,Français
Youtube,2,2025-01-11,Bilingual
Youtube,3,2025-01-11,English
Youtube,3,2025-01-11,Français
snapchat,1,2025-01-11,English
x,1,2025-01-11,English
x,1,2025-01-11,Français
Facebook,37,2025-01-12,Bilingual
Facebook,2,2025-01-12,Bilingue
Facebook,323,2025-01-12,English
Facebook,314,2025-01-12,Français
Flickr,12,2025-01-12,Bilingual
Flickr,1,2025-01-12,Bilingue
Flickr,5,2025-01-12,English
Flickr,4,2025-01-12,Français
Instagram,20,2025-01-12,Bilingual
Instagram,1,2025-01-12,Bilingue
Instagram,54,2025-01-12,English
Instagram,52,2025-01-12,Français
Intagram,1,2025-01-12,English
LinkedIn,89,2025-01-12,Bilingual
LinkedIn,3,2025-01-12,Bilingue
LinkedIn,12,2025-01-12,English
LinkedIn,11,2025-01-12,Français
Linkedin,1,2025-01-12,Bilingual
Snapchat,1,2025-01-12,Français
X,27,2025-01-12,Bilingual
X,2,2025-01-12,Bilingue
X,348,2025-01-12,English
X,351,2025-01-12,Français
YouTube,23,2025-01-12,Bilingual
YouTube,3,2025-01-12,Bilingue
YouTube,62,2025-01-12,English
YouTube,58,2025-01-12,Français
Youtube,2,2025-01-12,Bilingual
Youtube,3,2025-01-12,English
Youtube,3,2025-01-12,Français
snapchat,1,2025-01-12,English
x,1,2025-01-12,English
x,1,2025-01-12,Français
Facebook,37,2025-01-13,Bilingual
Facebook,2,2025-01-13,Bilingue
Facebook,323,2025-01-13,English
Facebook,314,2025-01-13,Français
Flickr,12,2025-01-13,Bilingual
Flickr,1,2025-01-13,Bilingue
Flickr,5,2025-01-13,English
Flickr,4,2025-01-13,Français
Instagram,20,2025-01-13,Bilingual
Instagram,1,2025-01-13,Bilingue
Instagram,54,2025-01-13,English
Instagram,52,2025-01-13,Français
Intagram,1,2025-01-13,English
LinkedIn,89,2025-01-13,Bilingual
LinkedIn,3,2025-01-13,Bilingue
LinkedIn,12,2025-01-13,English
LinkedIn,11,2025-01-13,Français
Linkedin,1,2025-01-13,Bilingual
Snapchat,1,2025-01-13,Français
X,27,2025-01-13,Bilingual
X,2,2025-01-13,Bilingue
X,348,2025-01-13,English
X,351,2025-01-13,Français
YouTube,23,2025-01-13,Bilingual
YouTube,3,2025-01-13,Bilingue
YouTube,62,2025-01-13,English
YouTube,58,2025-01-13,Français
Youtube,2,2025-01-13,Bilingual
Youtube,3,2025-01-13,English
Youtube,3,2025-01-13,Français
snapchat,1,2025-01-13,English
x,1,2025-01-13,English
x,1,2025-01-13,Français
Facebook,37,2025-01-14,Bilingual
Facebook,2,2025-01-14,Bilingue
Facebook,323,2025-01-14,English
Facebook,314,2025-01-14,Français
Flickr,12,2025-01-14,Bilingual
Flickr,1,2025-01-14,Bilingue
Flickr,5,2025-01-14,English
Flickr,4,2025-01-14,Français
Instagram,20,2025-01-14,Bilingual
Instagram,1,2025-01-14,Bilingue
Instagram,54,2025-01-14,English
Instagram,52,2025-01-14,Français
Intagram,1,2025-01-14,English
LinkedIn,89,2025-01-14,Bilingual
LinkedIn,3,2025-01-14,Bilingue
LinkedIn,12,2025-01-14,English
LinkedIn,11,2025-01-14,Français
Linkedin,1,2025-01-14,Bilingual
Snapchat,1,2025-01-14,Français
X,27,2025-01-14,Bilingual
X,2,2025-01-14,Bilingue
X,348,2025-01-14,English
X,351,2025-01-14,Français
YouTube,23,2025-01-14,Bilingual
YouTube,3,2025-01-14,Bilingue
YouTube,62,2025-01-14,English
YouTube,58,2025-01-14,Français
Youtube,2,2025-01-14,Bilingual
Youtube,3,2025-01-14,English
Youtube,3,2025-01-14,Français
snapchat,1,2025-01-14,English
x,1,2025-01-14,English
x,1,2025-01-14,Français
Facebook,37,2025-01-15,Bilingual
Facebook,2,2025-01-15,Bilingue
Facebook,323,2025-01-15,English
Facebook,314,2025-01-15,Français
Flickr,12,2025-01-15,Bilingual
Flickr,1,2025-01-15,Bilingue
Flickr,5,2025-01-15,English
Flickr,4,2025-01-15,Français
Instagram,20,2025-01-15,Bilingual
Instagram,1,2025-01-15,Bilingue
Instagram,54,2025-01-15,English
Instagram,52,2025-01-15,Français
Intagram,1,2025-01-15,English
LinkedIn,89,2025-01-15,Bilingual
LinkedIn,3,2025-01-15,Bilingue
LinkedIn,12,2025-01-15,English
LinkedIn,11,2025-01-15,Français
Linkedin,1,2025-01-15,Bilingual
Snapchat,1,2025-01-15,Français
X,27,2025-01-15,Bilingual
X,2,2025-01-15,Bilingue
X,348,2025-01-15,English
X,351,2025-01-15,Français
YouTube,23,2025-01-15,Bilingual
YouTube,3,2025-01-15,Bilingue
YouTube,62,2025-01-15,English
YouTube,58,2025-01-15,Français
Youtube,2,2025-01-15,Bilingual
Youtube,3,2025-01-15,English
Youtube,3,2025-01-15,Français
snapchat,1,2025-01-15,English
x,1,2025-01-15,English
x,1,2025-01-15,Français
Facebook,37,2025-01-16,Bilingual
Facebook,2,2025-01-16,Bilingue
Facebook,323,2025-01-16,English
Facebook,314,2025-01-16,Français
Flickr,12,2025-01-16,Bilingual
Flickr,1,2025-01-16,Bilingue
Flickr,5,2025-01-16,English
Flickr,4,2025-01-16,Français
Instagram,20,2025-01-16,Bilingual
Instagram,1,2025-01-16,Bilingue
Instagram,54,2025-01-16,English
Instagram,52,2025-01-16,Français
Intagram,1,2025-01-16,English
LinkedIn,89,2025-01-16,Bilingual
LinkedIn,3,2025-01-16,Bilingue
LinkedIn,12,2025-01-16,English
LinkedIn,11,2025-01-16,Français
Linkedin,1,2025-01-16,Bilingual
Snapchat,1,2025-01-16,Français
X,27,2025-01-16,Bilingual
X,2,2025-01-16,Bilingue
X,348,2025-01-16,English
X,351,2025-01-16,Français
YouTube,23,2025-01-16,Bilingual
YouTube,3,2025-01-16,Bilingue
YouTube,62,2025-01-16,English
YouTube,58,2025-01-16,Français
Youtube,2,2025-01-16,Bilingual
Youtube,3,2025-01-16,English
Youtube,3,2025-01-16,Français
snapchat,1,2025-01-16,English
x,1,2025-01-16,English
x,1,2025-01-16,Français
